title,Link,is_phone,company,model,storage,name
Verizon LG Flip Phone,https://chicago.craigslist.org/wcl/mob/d/verizon-lg-flip-phone/6763337515.html,1,lg,flip,,amjad
iPhone 5,https://chicago.craigslist.org/chc/mob/d/iphone-5/6763337242.html,1,apple,iphone 5,,amjad
Motorola Flip Phone,https://chicago.craigslist.org/wcl/mob/d/motorola-flip-phone/6763336518.html,1,motorola,flip,,amjad
Verizon LG Flip Phone,https://chicago.craigslist.org/wcl/mob/d/verizon-lg-flip-phone/6763336324.html,1,lg,flip,,amjad
Samsung Flip Phone,https://chicago.craigslist.org/wcl/mob/d/samsung-flip-phone/6763336196.html,1,samsung,flip,,amjad
iPhone 5s,https://chicago.craigslist.org/chc/mob/d/iphone-5s/6763334902.html,1,apple,iphone 5s,,amjad
US Cellular LG Flip Phone,https://chicago.craigslist.org/wcl/mob/d/us-cellular-lg-flip-phone/6763334836.html,1,lg,flip,,amjad
FRƒí FOR GALAXY S7,https://chicago.craigslist.org/sox/mob/d/fr-for-galaxy-s7/6763327942.html,0,,,,amjad
Kyocera Smart Phone Android 4G LTE,https://chicago.craigslist.org/chc/mob/d/kyocera-smart-phone-android/6763321543.html,1,kyocera,smart phone,,amjad
"Google Motorola Nexus 6 Unlocked cellphone, 64GB, Blue",https://chicago.craigslist.org/wcl/mob/d/google-motorola-nexus-6/6763321366.html,1,google,nexus 6,64gb,amjad
T-MOBILE ALCATEL One Touch *BEST OFFER*,https://chicago.craigslist.org/chc/mob/d/mobile-alcatel-one-touch-best/6763321224.html,1,alcatel,one touch,,amjad
SG6 cell phone,https://chicago.craigslist.org/nwc/mob/d/sg6-cell-phone/6756288840.html,1,samsung,g6,,amjad
Case for Iphone X,https://chicago.craigslist.org/nch/mob/d/case-for-iphone/6741730494.html,0,,,,amjad
Samsung GALAXY S7 UNLOCK 32GB BLACK AND GOLD,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s7-unlock-32gb/6763304128.html,1,samsung,galaxy s7,32gb,amjad
Samsung Galaxy S5 Unlock White And Gold 16GB,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s5-unlock/6746834777.html,1,samsung,galaxy s5,16gb,amjad
iPhone car charger set,https://chicago.craigslist.org/chc/mob/d/iphone-car-charger-set/6763315838.html,0,,,,amjad
Galaxy S7 32GB. All Carriers Factory Unlocked. Excellent Condition,https://chicago.craigslist.org/sox/mob/d/galaxy-s7-32gb-all-carriers/6751062742.html,1,samsung,galaxy s7,32gb,amjad
T-mobile Tmobile ATT AT&T Verizon Cricket MetroPcs+all iphone 6 16gb,https://chicago.craigslist.org/sox/mob/d/mobile-tmobile-att-att/6750003271.html,0,,,,amjad
Tmobile Verizon ATT Metropcs cricket UnlockEd iphone 6 Great Condition,https://chicago.craigslist.org/nwi/mob/d/tmobile-verizon-att-metropcs/6749173629.html,1,apple,iphone 6,,amjad
Galaxy S7 32GB Unlocked for all carriers BRAND NEW Condition,https://chicago.craigslist.org/chc/mob/d/galaxy-s7-32gb-unlocked-for/6751621486.html,1,samsung,galaxy s7,32gb,amjad
Jet Black iPhone 7 Plus 128GB,https://chicago.craigslist.org/chc/mob/d/jet-black-iphone-7-plus-128gb/6752970745.html,1,apple,iphone 7 plus,128gb,amjad
Samsung Galaxy S9,https://chicago.craigslist.org/nwc/mob/d/samsung-galaxy-s9/6763309952.html,1,samsung,galaxy s9,,amjad
Samsung Galaxy NOTE9 UNLOCK 128GB BLACK,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note9-unlock/6763308755.html,1,samsung,galaxy note 9,128gb,amjad
Samsung Galaxy Note8 Unlock 64GB Black,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note8-unlock/6755520601.html,1,samsung,galaxy note 8,64gb,amjad
Samsung Galaxy S9plus Unlock 64GB,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s9plus-unlock/6755520173.html,1,samsung,galaxy s9 plus,64gb,amjad
Samsung Galaxy S9 Unlock 64GB Black and purple,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s9-unlock-64gb/6755516748.html,1,samsung,galaxy s9,64gb,amjad
Iphone 7 FACTORY UNLOCK 32GB Black,https://chicago.craigslist.org/chc/mob/d/iphone-7-factory-unlock-32gb/6755515092.html,1,apple,iphone 7,32gb,amjad
LG G4 UNLOCK 32GB BLACK,https://chicago.craigslist.org/chc/mob/d/lg-g4-unlock-32gb-black/6746834430.html,1,lg,g4,32gb,amjad
iPhone 7 128GB,https://chicago.craigslist.org/chc/mob/d/iphone-7-128gb/6763301399.html,1,apple,iphone 7,128gb,amjad
Nokia N900 Smart phone,https://chicago.craigslist.org/nwc/mob/d/nokia-n900-smart-phone/6743024437.html,1,nokia,n900,,amjad
Samsung Galaxy S8 Unlocked 64GB - Midnight Black [US Version],https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s8-unlocked/6763288488.html,1,samsung,galaxy s8,64gb,amjad
Samsung Galaxy Note 5 Unlocked,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note-5-unlocked/6743170547.html,1,samsung,galaxy note 5,,amjad
Samsung Galaxy S Aviator,https://chicago.craigslist.org/sox/mob/d/samsung-galaxy-aviator/6763288106.html,1,samsung,galaxy s,,amjad
iPhone X with 256g Not Locked Accessories Perfect Warranty Included,https://chicago.craigslist.org/chc/mob/d/iphone-with-256g-not-locked/6763285232.html,1,apple,iphone x,256gb,amjad
Samsung Flip top cell phone,https://chicago.craigslist.org/nwc/mob/d/samsung-flip-top-cell-phone/6758287919.html,1,samsung,flip top,,amjad
Perfect Samsung S8 64GB,https://chicago.craigslist.org/wcl/mob/d/perfect-samsung-s8-64gb/6754399438.html,1,samsung,galaxy s8,64gb,amjad
Bastex Belt Clip Case For Samsung S7,https://chicago.craigslist.org/wcl/mob/d/bastex-belt-clip-case-for/6743867202.html,0,,,,amjad
Samsung S7 Premium Tempered Glass Screen Protector,https://chicago.craigslist.org/wcl/mob/d/samsung-s7-premium-tempered/6743867560.html,0,,,,amjad
Simple Mobile PIN $10 pay-as-you-go International Long Distance,https://chicago.craigslist.org/chc/mob/d/simple-mobile-pin-10-pay-as/6763278419.html,0,,,,amjad
Google Huawei Nexus 6P 32GB Smartphone (Android),https://chicago.craigslist.org/nwc/mob/d/google-huawei-nexus-6p-32gb/6757558885.html,1,google,nexus 6p,32gb,amjad
CELL PHONE LOT OF 63 PHONES AND ACCESSORIES,https://chicago.craigslist.org/sox/mob/d/cell-phone-lot-of-63-phones/6759490612.html,0,,,,amjad
iPhone 7 Plus 128 go - Unlocked,https://chicago.craigslist.org/wcl/mob/d/iphone-7-plus-128-go-unlocked/6763263444.html,1,apple,iphone 7 plus,128gb,amjad
Microsoft Lumia 950 like new,https://chicago.craigslist.org/nwc/mob/d/microsoft-lumia-950-like-new/6763260417.html,1,microsoft,lumia 950,,amjad
iPhone 6S for parts,https://chicago.craigslist.org/chc/mob/d/iphone-6s-for-parts/6763258125.html,0,,,,amjad
64Gb Samsung Galaxy S8 Plus,https://chicago.craigslist.org/nwc/mob/d/64gb-samsung-galaxy-s8-plus/6763257488.html,1,samsung,galaxy s8,64gb,amjad
iPhone 7 128GB Matte Black in Like New Condition w/ Accessories!,https://chicago.craigslist.org/chc/mob/d/iphone-7-128gb-matte-black-in/6760118382.html,1,apple,iphone 7,128gb,amjad
"LG Cell Flip Phone, Charger and Car Charger",https://chicago.craigslist.org/sox/mob/d/lg-cell-flip-phone-charger/6763245469.html,1,lg,flip phone,,amjad
Verizon Google Pixel XL 32GB Black,https://chicago.craigslist.org/chc/mob/d/verizon-google-pixel-xl-32gb/6763244779.html,1,google,pixel xl,32gb,amjad
SuperTooth Voice Bluetooth Set,https://chicago.craigslist.org/nwi/mob/d/supertooth-voice-bluetooth-set/6763244565.html,0,,,,amjad
AT&T Lg Xpression Cell Phone,https://chicago.craigslist.org/nwi/mob/d/att-lg-xpression-cell-phone/6763244366.html,1,lg,xpression,,amjad
Verizon Blackberry,https://chicago.craigslist.org/nwi/mob/d/verizon-blackberry/6763244203.html,1,blackberry,blackberry,,amjad
Iphone 5 A1429 BROKEN,https://chicago.craigslist.org/sox/mob/d/iphone-5-a1429-broken/6750132461.html,1,apple,iphone 5,,amjad
Pixel 2 in MINT condition with Moment Tele Lens and case,https://chicago.craigslist.org/chc/mob/d/pixel-2-in-mint-condition/6763229537.html,1,google,pixel 2,,amjad
Alcatel ideal ATT GO phone NEW,https://chicago.craigslist.org/chc/mob/d/alcatel-ideal-att-go-phone-new/6757520560.html,0,,,,amjad
galaxy s8 64gb t-mobile,https://chicago.craigslist.org/chc/mob/d/galaxy-s8-64gb-mobile/6763221775.html,1,samsung,galaxy s8,64gb,amjad
***BRAND NEW Griffin Elan iPhone 4/ 4S Microfiber Holster Case!!!***,https://chicago.craigslist.org/chc/mob/d/brand-new-griffin-elan-iphone/6760963070.html,0,,,,amjad
Pixel 2 XL bundle,https://chicago.craigslist.org/chc/mob/d/pixel-2-xl-bundle/6763213304.html,1,google,pixel 2,,amjad
UNLOCKED iPhone 6S PLUS 64GB Space Gray Verizon ATT T-Mobile Sprint,https://chicago.craigslist.org/nwc/mob/d/unlocked-iphone-6s-plus-64gb/6755250741.html,1,apple,iphone 6s plus,64gb,amjad
Unlocked iPhone 6 Plus 64gb Silver White Verizon AT&T T-Mobile Sprint,https://chicago.craigslist.org/nwc/mob/d/unlocked-iphone-6-plus-64gb/6755261965.html,1,apple,iphone 6 plus,64gb,amjad
iPhone 6 Plus 16GB Unlocked Space Gray Silver Gold Verizon ATT Sprint,https://chicago.craigslist.org/nwc/mob/d/iphone-6-plus-16gb-unlocked/6755278961.html,1,apple,iphone 6 plus,16gb,amjad
UNLOCKED Iphone 6S 16GB Space Gray Verizon ATT T-Mobile Sprint,https://chicago.craigslist.org/nwc/mob/d/unlocked-iphone-6s-16gb-space/6749413621.html,1,apple,iphone 6s,16gb,amjad
Apple iPhone 6S Black Gold 64GB UNLOCKED AT&T Verizon T-mobile Sprint,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-6s-black-gold/6749417524.html,1,apple,iphone 6s,64gb,amjad
iPhone 6 128GB Unlocked Space Gray Silver Gold Verizon ATT Sprint T-Mo,https://chicago.craigslist.org/nwc/mob/d/iphone-6-128gb-unlocked-space/6756024323.html,1,apple,iphone 6,128gb,amjad
iPhone 6 64GB UNLOCKED Space Gray Black Verizon ATT T-Mobile Sprint,https://chicago.craigslist.org/nwc/mob/d/iphone-6-64gb-unlocked-space/6757586810.html,1,apple,iphone 6,64gb,amjad
Apple iPhone 6 Black 16GB Unlocked VERIZON AT&T ATT T-Mobile,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-6-black-16gb/6755252396.html,1,apple,iphone 6,16gb,amjad
iphone SE 32GB Black Space Gray Unlocked Verizon AT&T T-Mobile Sprint,https://chicago.craigslist.org/nwc/mob/d/iphone-se-32gb-black-space/6758482035.html,1,apple,iphone se,32gb,amjad
iPhone SE 16GB Unlocked Space Gray Black Verizon AT&T T-Mobile Sprint,https://chicago.craigslist.org/nwc/mob/d/iphone-se-16gb-unlocked-space/6756240289.html,1,apple,iphone se,16gb,amjad
Apple iPhone 5S Silver White 64GB Factory Unlocked ATT T-Mobile AT&T,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-5s-silver-white/6749406974.html,1,apple,iphone 5s,64gb,amjad
Apple iPhone 5S Space Gray 64GB Factory Unlocked ATT T-Mobile AT&T,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-5s-space-gray/6749406855.html,1,apple,iphone 5s,64gb,amjad
Apple iPhone 5s 32GB Verizon Black Factory Unlocked,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-5s-32gb-verizon/6749406633.html,1,apple,iphone 5s,32gb,amjad
Apple iPhone 5S Black 16GB Factory Unlocked AT&T T-Mobile VERIZON,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-5s-black-16gb/6753157712.html,1,apple,iphone 5s,16gb,amjad
Apple iphone 5 Black or White 16GB Unlocked ATT T-Mobile AT&T,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-5-black-or-white/6749405021.html,1,apple,iphone 5,16gb,amjad
Apple iphone 5C Pink 8GB Unlocked VERIZON ATT T-Mobile AT&T,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-5c-pink-8gb/6749402660.html,1,apple,iphone 5c,8gb,amjad
Apple iphone 4S Black 16GB Verizon Unlocked ATT T-Mobile GSM AT&T,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-4s-black-16gb/6755249419.html,1,apple,iphone 4s,16gb,amjad
NEW Apple Iphone Ipod 5 5S 5C 6 Earbuds EarPods Earphones Remote Mic,https://chicago.craigslist.org/nwc/mob/d/new-apple-iphone-ipod-5-5s-5c/6749418954.html,0,,,,amjad
*** GENUINE APPLE ORIGINAL OEM 5W USB AC CHARGER ADAPTER CUBE BLOCK,https://chicago.craigslist.org/nwc/mob/d/genuine-apple-original-oem-5w/6749418794.html,0,,,,amjad
** NEW APPLE LIGHTNING USB CABLES - Four Pack Retail Box,https://chicago.craigslist.org/nwc/mob/d/new-apple-lightning-usb/6749418870.html,0,,,,amjad
NEW Apple Cover Case iPhone SE 5S 5 TPU GRIP BLACK S TV STAND CLIP,https://chicago.craigslist.org/nwc/mob/d/new-apple-cover-case-iphone/6749419081.html,0,,,,amjad
Iphone X Brand New Unopened Box and Unlocked,https://chicago.craigslist.org/chc/mob/d/iphone-brand-new-unopened-box/6763203548.html,1,apple,iphone x,,amjad
Apple iPhone 8 Plus 256GB Unlocked,https://chicago.craigslist.org/nch/mob/d/apple-iphone-8-plus-256gb/6747875853.html,1,apple,iphone 8 plus,256gb,amjad
Apple Watch Series 3 GPS+LTE 42MM,https://chicago.craigslist.org/nch/mob/d/apple-watch-series-3-gpslte/6760323872.html,0,,,,amjad
Bellsouth - Landline Telephone,https://chicago.craigslist.org/chc/mob/d/bellsouth-landline-telephone/6741847960.html,0,,,,amjad
Vetch DECT 6.0,https://chicago.craigslist.org/chc/mob/d/vetch-dect-60/6741861393.html,0,,,,amjad
Google Pixel 3,https://chicago.craigslist.org/chc/mob/d/google-pixel-3/6761685653.html,1,google,google pixel 3,,amjad
Samsung Galaxy Note 8 64GB Unlocked,https://chicago.craigslist.org/sox/mob/d/samsung-galaxy-note-8-64gb/6763193261.html,1,samsung,galaxy note 8 64,64gb,amjad
Plantronics Bluetooth Headset -Brand New,https://chicago.craigslist.org/nwc/mob/d/plantronics-bluetooth-headset/6763192257.html,0,,,,amjad
Essential phone PH-1 gsm unlocked,https://chicago.craigslist.org/chc/mob/d/essential-phone-ph-1-gsm/6746875144.html,0,,,,amjad
iphone 6 64gb tmobile phone,https://chicago.craigslist.org/nwc/mob/d/iphone-6-64gb-tmobile-phone/6763128814.html,1,apple,iphone 6,64gb,amjad
ANDROID COMPATIBLE CHARGE & SYNC DOCK,https://chicago.craigslist.org/wcl/mob/d/android-compatible-charge/6758513027.html,0,,,,amjad
Iphone 6 plus locked,https://chicago.craigslist.org/sox/mob/d/iphone-6-plus-locked/6763175938.html,1,apple,iphone 6,,amjad
IPHONE 6S 64GB,https://chicago.craigslist.org/chc/mob/d/iphone-6s-64gb/6763175757.html,1,apple,iphone 6s,64gb,amjad
"iPhone 6s T-Mobile, Rose Gold",https://chicago.craigslist.org/nch/mob/d/iphone-6s-mobile-rose-gold/6763175623.html,1,apple,iphone 6,,amjad
Samsung Galaxy Note 9 case (brand-new),https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note-9-case/6763174938.html,0,,,,amjad
iPhone 7 32GB Unlocked -Rose Gold LIKE NEW 10/10,https://chicago.craigslist.org/nwc/mob/d/iphone-7-32gb-unlocked-rose/6752976177.html,1,apple,iphone 7,32gb,amjad
APPLE IPHONE 4S BLACK 16GB GSM ATT AT&T,https://chicago.craigslist.org/chc/mob/d/apple-iphone-4s-black-16gb/6763166110.html,1,apple,iphone 4s,16gb,amjad
Apple iPhone 6+ 16 gb (Global/Sprint/A1524),https://chicago.craigslist.org/nwc/mob/d/iphone-7-32gb-unlocked-rose/6752976177.html,1,apple,iphone 7,32gb,karma
"Wheel Alignment $50, Used Tires $35, Brakes from $89 !!",https://chicago.craigslist.org/chc/mob/d/apple-iphone-4s-black-16gb/6763166110.html,1,apple,iphone 4s,16gb,karma
Red (Product) iPhone 8 Plus,https://chicago.craigslist.org/chc/mob/d/iphonegb-unlocked-mint/6761224718.html,1,apple,iphone 7,128gb,karma
Bose Blue tooth headset,https://chicago.craigslist.org/chc/mob/d/s9-for-sale-tmobile-metro/6754360275.html,1,samsung,galaxy s9,,karma
"iPhone 6S, 64 GB, T Mobile, Like New!",https://chicago.craigslist.org/chc/mob/d/note-9-128gb-mobile-metro-pcs/6761610183.html,1,samsung,galaxy note 9,128gb,karma
Pixel 2 XL 128gb unlocked,https://chicago.craigslist.org/sox/mob/d/iphone-7-32gb-att/6763145757.html,1,apple,iphone 7,32gb,karma
Unlocked Apple iPhone 8 Plus 256GB SILVER - with warranty to Feb. 2019,https://chicago.craigslist.org/chc/mob/d/ready-to-be-activated-iphone/6759079845.html,1,apple,iphone xs,256gb,karma
Apple iPhone 8 Plus 256GB SILVER - Full WARRANTY to Feb 2019,https://chicago.craigslist.org/chc/mob/d/not-unlocked-iphone-xs-max/6757850030.html,1,apple,iphone xs,256gb,karma
IB*u*y Used iPhones,https://chicago.craigslist.org/chc/mob/d/sprint-note-5/6763133771.html,1,samsung,galaxy note 5,,karma
iPhone 4s 16gb. Mint.,https://chicago.craigslist.org/nwc/mob/d/cradle-charger-for-pda/6745973869.html,0,,,,karma
T-Mobile iPhone X space grey 64g,https://chicago.craigslist.org/chc/mob/d/verizon-iphone-6-64gb/6748065276.html,1,apple,iphone 6,64gb,karma
HTC Inspire phones,https://chicago.craigslist.org/nwc/mob/d/iphone-6s-plus-16gb-space/6758526127.html,1,apple,iphone 6s plus,16gb,karma
OBO Samsung Galaxy S8+ PLUS BLACK Tmobile New OBO**,https://chicago.craigslist.org/nwc/mob/d/iphone-6-plus-16gb-gold/6761296165.html,1,apple,iphone 6 plus,16gb,karma
CELL PHONE LOT OF 63 PHONES AND ACCESSORIES,https://chicago.craigslist.org/nwc/mob/d/like-new-condition-factory/6761004787.html,1,apple,iphone 7,128gb,karma
Samsung Galaxy Note 8 and all the accessories you will ever need,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note-9-128gb/6759619150.html,1,samsung,galaxy note 9,128gb,karma
Pixel 2XL,https://chicago.craigslist.org/sox/mob/d/samsung-galaxy-s6/6758476456.html,1,samsung,galaxy s6,32gb,karma
New and unopened Galaxy Note 9,https://chicago.craigslist.org/sox/mob/d/brand-new-sealed-apple-iphone/6752484561.html,1,apple,iphone xr,256gb,karma
Apple Watch series 1,https://chicago.craigslist.org/chc/mob/d/private-owner-samsung-galaxy/6755090925.html,1,samsung,galaxy s6,,karma
Plantronics M70 BLUETOOTH,https://chicago.craigslist.org/chc/mob/d/private-owner-samsung-galaxy/6760162063.html,1,samsung,galaxy s7,,karma
Apple iPhone 5 32g Black & Slate AT&T,https://chicago.craigslist.org/chc/mob/d/brand-new-iphone-6s-new-in/6760163343.html,1,apple,iphone 6s,,karma
Samsung Note 4 AT&T. Unlocked,https://chicago.craigslist.org/nwc/mob/d/dell-latitudewindows-10/6763100677.html,0,,,,karma
S9 Unlock New Andriod China phone,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s7-unlock-gold/6763092221.html,1,samsung,galaxy s7,,karma
ATT ZTE MAYVEN $10 (CRACK SCREE )@@@@@@~~~@@@@@@@@@@@@@@@@@@@@@@@@@@@@,https://chicago.craigslist.org/sox/mob/d/lg-g7/6749845201.html,1,lg,g7,,karma
iPhone 6 lime green case cover,https://chicago.craigslist.org/sox/mob/d/samsung-note-8/6749851520.html,1,samsung,galaxy note 8,,karma
ATT ZTE MAYVEN $20 @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,https://chicago.craigslist.org/sox/mob/d/samsung-galaxy-tab-101-with/6749839084.html,0,,,,karma
CHEAP ATT EXCELLENT CONDITION PHONE,https://chicago.craigslist.org/sox/mob/d/mobile-iphone-7-black-128gb/6749834304.html,1,apple,iphone 7,128gb,karma
Att ZTE MAYVEN Z812 & IPHONE 6@@@@@@@@@@@@@@@@@@@@@@@@@,https://chicago.craigslist.org/chc/mob/d/apple-iphone-7-128gb-mobile/6763109366.html,1,apple,iphone 7,128gb,karma
IPHONE 6 STUCK ITUNES $50@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,https://chicago.craigslist.org/chc/mob/d/phone-pad-re-pair-4-less/6763032384.html,0,,,,karma
Galaxy S6 | Verizon | Mint . 3 FOR SALE,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-note-3/6763104594.html,1,samsung,galaxy note 3,,karma
"IPhone 6S, ATT, Rose Gold, 16GB",https://chicago.craigslist.org/chc/mob/d/tmobile-samsung-galaxy-grand/6743446968.html,1,samsung,galaxy grand prime,,karma
LG Volt 2 cell phone,https://chicago.craigslist.org/chc/mob/d/factory-unlocked-samsung/6760811357.html,1,samsung,galaxy note 9,128gb,karma
Apple iPhone 7 Rose Gold,https://chicago.craigslist.org/chc/mob/d/apple-iphone-lcd-replacement/6763032664.html,0,,,,karma
Apple iPhone 7 Silver,https://chicago.craigslist.org/chc/mob/d/lg-g4-unlock-32gb-black/6759068401.html,1,lg,g4,32gb,karma
Apple iPhone 7 Black,https://chicago.craigslist.org/chc/mob/d/ipone-8plus-unlock-64gb/6751848960.html,1,apple,iphone 8 plus,64gb,karma
Apple iPhone 7 Gold,https://chicago.craigslist.org/sox/mob/d/iphone-64-gb-space-gray/6763091385.html,1,apple,iphone x,64gb,karma
iPhone X - AT&T Excellent Condition-6 months Warranty Apple,https://chicago.craigslist.org/nwc/mob/d/iphone-7-plus-unlocked/6763084600.html,1,apple,iphone 7 plus,,karma
PELICAN PROGEAR VOYAGER iPHONE CASE + Kickstand White/Gray,https://chicago.craigslist.org/chc/mob/d/branf-new-mobile-power-bank/6763061474.html,0,,,,karma
Motorola Boostmobile Cell Phone,https://chicago.craigslist.org/nwc/mob/d/iphone-6s-64gb-unlocked-like/6752343420.html,1,apple,iphone 6s,64gb,karma
Iphone xs,https://chicago.craigslist.org/sox/mob/d/black-phone-5/6763075283.html,1,apple,iphone 5,,karma
Jabra Sp5050 Bt Speakerphone,https://chicago.craigslist.org/sox/mob/d/14k-gold-plated-phone-4s-with/6763074961.html,1,apple,iphone 4s,,karma
Iphone xs,https://chicago.craigslist.org/nwc/mob/d/new-pantech-slate-c530-black/6752195752.html,1,pantech,c530,,karma
Lg stylo 4 for boost mobile new con:,https://chicago.craigslist.org/chc/mob/d/new-lg-k30-32gb-mobile-and/6762973947.html,1,lg,k30,32gb,karma
Skiva - Protective Case and Extended Battery for iPhone 4 4S,https://chicago.craigslist.org/nwc/mob/d/otterbox-defender-case-for/6750571706.html,0,,,,karma
"iPhone 7 Plus case, iPhone 8 Plus case, Arae PU Leather Wallet Case wi",https://chicago.craigslist.org/chc/mob/d/new-revvl-plus-32gb-mobile/6762978982.html,1,revvl,plus,16gb,karma
BRAND NEW - MAGPUL Samsung Galaxy S5 FIELD CASE Black MAG476-BLK ~ New,https://chicago.craigslist.org/nwc/mob/d/phone-7-case/6763055723.html,0,,,,karma
iPhone XR - 64GB - White - Verizon Unlocked - New w/Box and Acc,https://chicago.craigslist.org/nch/mob/d/apple-iphone-5c-16gb-white/6763053717.html,1,apple,iphone 5c,16gb,karma
Unlocked iPhone 7 Plus 256GB Space Gray MINT,https://chicago.craigslist.org/wcl/mob/d/iphone-7-like-brand-new/6763043325.html,1,apple,iphone 7,,karma
iPhone 7 Unlocked GSM,https://chicago.craigslist.org/chc/mob/d/mobile-lg-pad-80-tablet-4g-lte/6763049611.html,0,lg,,,karma
iPhone 7 256gb iCloud locked,https://chicago.craigslist.org/nch/mob/d/iphone-7s-for-sale/6763047963.html,1,apple,iphone 7s,,karma
"iphone 3gs ,16 gb,GSM ,unlocked",https://chicago.craigslist.org/chc/mob/d/moto-pure-edition-3rd-gen/6763043957.html,1,motorola,moto x,,karma
LG V30 T-MOBILE,https://chicago.craigslist.org/chc/mob/d/apple-iphone-6-16-gb-factory/6763013374.html,1,apple,iphone 6,16gb,karma
iPhone 6s rose gold 16gb Unlocked,https://chicago.craigslist.org/chc/mob/d/pad-phone-screen-replaced-4/6760552865.html,0,,,,karma
Apple iPhone 7 Plus 32GB Unlocked -Fully Functional!!!!,https://chicago.craigslist.org/chc/mob/d/apple-iphone-ipad-laptop-lcd/6755078138.html,0,,,,karma
iPhone 6s Plus 64GB,https://chicago.craigslist.org/chc/mob/d/buy-phones-4-cash-iphone-xs/6747389414.html,0,,,,karma
Unlocked Iphone Xs Max,https://chicago.craigslist.org/chc/mob/d/iphone-5c-8gb-color-blue-and/6763015912.html,1,apple,iphone 5c,8gb,karma
**** LG K20 Plus *** SMART **** Cell Phone ** T-Mobile ** FREE VR ****,https://chicago.craigslist.org/chc/mob/d/samsung-s8-unlocked-64gb-like/6757298801.html,1,samsung,galaxy s8,64gb,karma
Nokia 6310i Mobile Phone - Silver,https://chicago.craigslist.org/sox/mob/d/iphone-6s-plus-64gb-silver/6753851622.html,1,apple,iphone 6s plus,64gb,karma
BlackBerry Curve 8900 Javelin,https://chicago.craigslist.org/nwc/mob/d/iphone-7-32gb-rose-gold-pink/6762987141.html,1,apple,iphone 7,32gb,karma
iPhone 6 + 6s Case Perfect Armor,https://chicago.craigslist.org/chc/mob/d/iphone-7-plus-att/6763015994.html,1,apple,iphone 7 plus,,karma
SPECIAL EDITION EMERALD GREEN MINT SAMSUNG GALAXY S6 EDGE GSM UNLOCKED,https://chicago.craigslist.org/nwc/mob/d/iphone-8-and-samsung-screen/6762916313.html,1,apple,iphone 8,,karma
New iPhone 8 Plus 64GB UNLOCKED for any carrier!,https://chicago.craigslist.org/chc/mob/d/iphone-6-64-gb/6763009867.html,1,apple,iphone 6,64gb,karma
New iPhone 8 Plus 64GB UNLOCKED for any carrier!,https://chicago.craigslist.org/chc/mob/d/gold-iphone-6-64gb-unlocked/6755787445.html,1,apple,iphone 6,64gb,karma
Apple ?¸ÁÈ IPhone 8 Plus 64GB New with new accessories! ! Unlocked ! On App,https://chicago.craigslist.org/chc/mob/d/iphone-256gb-space-gray/6762996039.html,1,apple,iphone x,256gb,karma
Apple ?¸ÁÈ IPhone 8 Plus 64GB New Condition with new accessories!,https://chicago.craigslist.org/nwc/mob/d/iphone-7-32gb-matte-black/6763000000.html,1,apple,iphone 7,32gb,karma
Apple ?¸ÁÈ IPhone 8 Plus 64GB New Condition with new accessories! Brand New,https://chicago.craigslist.org/sox/mob/d/iphone-4s/6747143277.html,1,apple,iphone 4s,,karma
The new iPad 32Gb Wi-Fi,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-7-32gb-matte/6762991752.html,1,apple,iphone 7,32gb,karma
Samsung Frontier S3 Smartwatch,https://chicago.craigslist.org/nwc/mob/d/iphone-8-plus-64gb-black/6762995337.html,1,apple,iphone 8 plus,64gb,karma
NEW UNLOCKED SAMSUNG GALAXY NOTE 8,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-s7-unlock-32gb/6762964373.html,1,samsung,galaxy s7,32gb,karma
2 CONSUMER CELLULAR PHONES,https://chicago.craigslist.org/chc/mob/d/iphone-7-256gb-jet-black/6762995560.html,1,apple,iphone 7,256gb,karma
Note 9 512 GB NEW IN BOX,https://chicago.craigslist.org/nwi/mob/d/brandnew-iphone-6s-space-gray/6762989965.html,1,apple,iphone 6s,32gb,karma
